id_pagamento,id_pedido,forma_pagamento,numero_parcelas,valor_pagamento,status_pagamento,data_pagamento
98,98,Cartao de credito,5,1416.66,Aprovado,2025-10-01 01:02:10
99,99,Cartao de credito,8,425.21,Aprovado,2025-02-17 20:44:58
100,100,Cartao de credito,2,539.1,Aprovado,2024-07-25 10:10:42
101,101,Pix,1,177.64,Aprovado,2024-05-28 05:13:36
102,102,Cartao de credito,10,681.54,Aprovado,2025-07-14 05:13:31
103,103,Pix,1,2268.08,Aprovado,2025-03-08 17:42:02
104,104,Cartao de credito,8,523.23,Aprovado,2024-12-29 06:06:43
105,105,Cartao de debito,1,2319.1,Aprovado,2025-05-24 03:57:14
106,106,Cartao de debito,1,886.94,Aprovado,2024-07-27 17:21:52
107,107,Pix,1,1601.6,Aprovado,2024-01-08 16:26:58
108,108,Cartao de debito,1,2245.84,Aprovado,2024-05-10 06:22:01
109,109,Cartao de credito,1,318.38,Aprovado,2025-04-26 06:55:40
110,110,Cartao de credito,1,285.6,Aprovado,2025-09-26 01:41:23
111,111,Cartao de credito,5,1809.86,Aprovado,2024-08-02 13:47:01
112,112,Boleto,1,186.42,Aprovado,2025-08-04 02:26:13
113,113,Cartao de credito,1,1585.57,Aprovado,2025-09-11 14:34:24
114,114,Pix,1,709.57,Aprovado,2025-07-29 18:38:59
115,115,Cartao de credito,8,2874.49,Aprovado,2025-04-25 12:47:48
116,116,Pix,1,3428.55,Aprovado,2025-10-22 13:43:22
117,117,Pix,1,1240.71,Aprovado,2024-01-09 04:33:20
118,118,Cartao de credito,2,2436.08,Aprovado,2025-08-31 13:18:24
119,119,Boleto,1,1197.4,Aprovado,2024-07-25 18:47:06
120,120,Cartao de credito,10,231.63,Aprovado,2025-04-23 21:39:46
121,121,Cartao de debito,1,1769.83,Aprovado,2024-04-29 00:15:55
122,122,Cartao de credito,5,426.33,Aprovado,2024-06-20 08:34:08
123,123,Pix,1,950.64,Aprovado,2025-09-27 00:27:14
124,124,Cartao de credito,4,2535.5,Aprovado,2025-08-22 03:23:15
125,125,Cartao de credito,1,780.11,Aprovado,2024-05-26 20:17:31
126,126,Cartao de credito,2,0.0,Pendente,
127,127,Cartao de credito,12,0.0,Cancelado,
128,128,Pix,1,458.85,Aprovado,2024-12-31 03:42:19
129,129,Boleto,1,1059.8,Aprovado,2025-11-24 17:44:17
130,130,Boleto,1,1178.84,Aprovado,2025-06-02 13:34:14
131,131,Pix,1,2216.79,Aprovado,2025-10-31 09:03:45
132,132,Pix,1,791.08,Aprovado,2025-10-20 00:19:23
133,133,Pix,1,580.88,Aprovado,2025-04-26 21:49:12
134,134,Cartao de credito,10,1933.44,Aprovado,2024-01-13 00:53:57
135,135,Boleto,1,1039.08,Aprovado,2025-04-08 05:27:37
136,136,Pix,1,388.6,Aprovado,2024-06-17 05:14:01
137,137,Cartao de credito,2,69.88,Aprovado,2024-11-16 05:47:37
138,138,Pix,1,0.0,Cancelado,
139,139,Pix,1,0.0,Cancelado,
140,140,Cartao de debito,1,1078.14,Aprovado,2024-03-21 05:11:16
141,141,Cartao de credito,2,2169.51,Aprovado,2025-11-13 17:02:44
142,142,Pix,1,1860.56,Aprovado,2024-09-17 00:03:44
143,143,Cartao de debito,1,1254.92,Aprovado,2024-09-12 13:13:09
144,144,Cartao de credito,1,1186.67,Aprovado,2025-09-30 16:47:03
145,145,Cartao de credito,6,67.01,Aprovado,2025-03-23 14:20:50
146,146,Pix,1,998.39,Aprovado,2024-07-26 14:26:29
147,147,Cartao de debito,1,1835.49,Aprovado,2025-12-14 14:46:48
148,148,Cartao de debito,1,1832.0,Aprovado,2025-10-11 18:38:23
149,149,Cartao de credito,1,330.56,Aprovado,2024-06-20 17:59:23
150,150,Cartao de credito,2,1867.26,Aprovado,2024-03-10 04:46:17
151,151,Cartao de credito,2,1241.77,Aprovado,2025-06-11 20:16:00
152,152,Cartao de debito,1,980.88,Aprovado,2025-11-22 08:47:26
153,153,Pix,1,2760.78,Aprovado,2024-08-02 17:46:02
154,154,Pix,1,2864.96,Aprovado,2025-11-13 00:11:20
155,155,Pix,1,1099.51,Aprovado,2025-03-13 13:18:40
156,156,Cartao de debito,1,0.0,Cancelado,
157,157,Pix,1,409.76,Aprovado,2025-06-22 11:28:37
158,158,Cartao de credito,1,101.16,Aprovado,2025-08-08 07:21:13
159,159,Pix,1,1167.81,Aprovado,2024-03-04 14:03:33
160,160,Cartao de credito,4,134.24,Aprovado,2025-10-11 23:09:30
161,161,Pix,1,3552.44,Aprovado,2025-11-11 06:42:46
162,162,Cartao de credito,2,1005.33,Aprovado,2025-04-29 08:42:53
163,163,Cartao de credito,3,3855.29,Aprovado,2025-02-10 13:17:56
164,164,Pix,1,3069.82,Aprovado,2025-01-17 02:52:16
165,165,Pix,1,1585.88,Aprovado,2025-08-24 14:14:37
166,166,Cartao de debito,1,756.84,Aprovado,2025-09-18 06:55:57
167,167,Cartao de credito,1,2346.58,Aprovado,2025-11-13 09:05:52
168,168,Cartao de credito,1,99.92,Aprovado,2025-06-14 07:16:12
169,169,Cartao de credito,5,1826.68,Aprovado,2024-07-31 18:27:54
170,170,Cartao de credito,3,862.61,Aprovado,2024-03-20 01:18:51
171,171,Cartao de credito,4,4171.46,Aprovado,2025-12-13 01:57:05
172,172,Pix,1,447.58,Aprovado,2025-12-04 15:37:43
173,173,Cartao de credito,6,7933.44,Aprovado,2024-07-17 10:00:11
174,174,Pix,1,2508.64,Aprovado,2025-09-28 17:02:38
175,175,Pix,1,213.11,Aprovado,2025-05-15 12:19:26
176,176,Pix,1,2031.59,Aprovado,2025-01-10 12:01:24
177,177,Cartao de credito,3,1188.19,Aprovado,2025-07-24 08:43:25
178,178,Cartao de debito,1,1066.04,Aprovado,2025-08-29 07:12:31
179,179,Cartao de credito,1,1687.61,Aprovado,2025-08-05 17:16:56
180,180,Cartao de credito,1,4158.33,Aprovado,2025-10-21 17:58:10
181,181,Cartao de credito,1,2152.04,Aprovado,2025-06-16 06:12:35
182,182,Cartao de credito,8,452.52,Aprovado,2025-05-23 10:45:49
183,183,Cartao de credito,4,189.8,Aprovado,2024-12-31 13:35:02
184,184,Cartao de credito,1,2411.1,Aprovado,2025-11-13 22:53:55
185,185,Cartao de debito,1,2122.32,Aprovado,2025-11-21 15:32:51
186,186,Cartao de credito,4,563.35,Aprovado,2024-05-19 07:56:19
187,187,Cartao de debito,1,1085.41,Aprovado,2024-08-22 20:57:30
188,188,Boleto,1,1471.91,Aprovado,2024-06-21 12:37:20
189,189,Cartao de debito,1,3599.12,Aprovado,2025-07-01 18:14:51
190,190,Boleto,1,625.85,Aprovado,2024-03-18 01:59:29
191,191,Pix,1,102.78,Aprovado,2024-05-14 23:26:15
192,192,Pix,1,1898.53,Aprovado,2025-06-26 04:24:33
193,193,Cartao de credito,2,2021.47,Aprovado,2025-06-21 15:56:57
194,194,Pix,1,216.69,Aprovado,2025-07-25 07:43:03
195,195,Cartao de credito,2,1355.49,Aprovado,2024-02-03 22:49:29
196,196,Pix,1,4677.73,Aprovado,2025-01-14 00:11:50
197,197,Cartao de credito,2,298.63,Aprovado,2024-02-04 17:56:52
198,198,Cartao de debito,1,0.0,Pendente,
199,199,Cartao de debito,1,1460.82,Aprovado,2025-03-17 13:23:34
200,200,Cartao de credito,3,492.73,Aprovado,2025-04-12 23:52:56
201,201,Cartao de debito,1,0.0,Pendente,
202,202,Cartao de credito,2,1994.6,Aprovado,2024-12-21 19:31:52
203,203,Cartao de credito,8,264.41,Aprovado,2025-11-01 04:22:55
204,204,Cartao de debito,1,214.94,Aprovado,2024-10-05 08:51:51
205,205,Cartao de credito,6,262.32,Aprovado,2025-04-09 09:22:05
206,206,Pix,1,228.05,Aprovado,2025-10-13 22:09:55
207,207,Cartao de credito,3,425.87,Aprovado,2025-08-10 08:43:14
208,208,Pix,1,0.0,Cancelado,
209,209,Cartao de debito,1,264.98,Aprovado,2025-12-29 15:55:04
210,210,Pix,1,0.0,Cancelado,
211,211,Boleto,1,0.0,Pendente,
212,212,Cartao de credito,12,2885.67,Aprovado,2024-12-25 12:44:43
213,213,Boleto,1,5395.32,Aprovado,2024-07-16 15:12:07
214,214,Cartao de credito,1,8597.13,Aprovado,2024-07-12 11:29:30
215,215,Pix,1,301.17,Aprovado,2024-12-21 18:17:59
216,216,Cartao de credito,1,409.59,Aprovado,2024-01-22 12:07:15
217,217,Cartao de debito,1,254.85,Aprovado,2025-10-22 05:27:03
218,218,Pix,1,1664.77,Aprovado,2025-01-19 01:36:22
219,219,Cartao de credito,1,1590.45,Aprovado,2024-01-15 12:21:43
220,220,Pix,1,432.37,Aprovado,2024-10-10 17:27:17
221,221,Cartao de debito,1,1130.25,Aprovado,2025-04-08 22:53:55
222,222,Cartao de credito,12,1880.18,Aprovado,2025-06-02 15:40:53
223,223,Cartao de debito,1,131.83,Aprovado,2025-03-16 05:05:46
224,224,Cartao de debito,1,3305.15,Aprovado,2024-07-18 19:04:17
225,225,Pix,1,1613.98,Aprovado,2025-02-19 06:26:02
226,226,Pix,1,1837.11,Aprovado,2024-01-21 06:36:59
227,227,Cartao de debito,1,242.96,Aprovado,2025-05-25 08:57:47
228,228,Pix,1,2439.39,Aprovado,2024-07-29 19:54:13
229,229,Pix,1,865.73,Aprovado,2024-03-21 02:20:35
230,230,Cartao de credito,2,4865.87,Aprovado,2024-03-03 06:40:49
231,231,Pix,1,1556.87,Aprovado,2024-03-08 12:35:10
232,232,Boleto,1,182.78,Aprovado,2025-04-17 11:10:59
233,233,Cartao de credito,5,1050.02,Aprovado,2024-11-20 14:26:11
234,234,Cartao de debito,1,1469.99,Aprovado,2025-08-12 13:12:48
235,235,Cartao de credito,1,481.1,Aprovado,2025-11-13 02:26:08
236,236,Pix,1,0.0,Cancelado,
237,237,Cartao de credito,1,348.91,Aprovado,2024-08-12 06:40:28
238,238,Cartao de credito,6,0.0,Pendente,
239,239,Cartao de debito,1,1684.06,Aprovado,2025-04-22 21:59:24
240,240,Cartao de credito,4,957.88,Aprovado,2024-03-18 22:17:41
241,241,Cartao de credito,3,655.19,Aprovado,2025-05-12 11:47:44
242,242,Cartao de debito,1,2101.26,Aprovado,2024-09-30 21:55:50
243,243,Cartao de credito,6,3613.98,Aprovado,2024-07-19 16:59:18
244,244,Boleto,1,1124.24,Aprovado,2025-04-16 12:00:20
245,245,Pix,1,4290.43,Aprovado,2024-12-31 08:51:34
246,246,Cartao de credito,12,720.58,Aprovado,2024-11-10 00:15:14
247,247,Pix,1,1654.54,Aprovado,2025-02-14 02:10:32
248,248,Boleto,1,514.3,Aprovado,2025-11-29 10:34:26
249,249,Pix,1,1164.4,Aprovado,2024-12-30 19:10:37
250,250,Cartao de credito,3,680.41,Aprovado,2025-11-16 20:01:05
251,251,Cartao de credito,2,0.0,Cancelado,
252,252,Cartao de credito,10,1400.18,Aprovado,2024-01-28 03:38:17
253,253,Boleto,1,1422.13,Aprovado,2024-07-11 16:55:19
254,254,Cartao de credito,1,564.76,Aprovado,2025-03-22 20:44:19
255,255,Pix,1,332.71,Aprovado,2025-09-22 07:33:52
256,256,Cartao de credito,2,3069.93,Aprovado,2025-01-22 11:19:42
257,257,Cartao de credito,1,548.83,Aprovado,2024-01-26 19:37:56
258,258,Pix,1,1623.5,Aprovado,2025-09-29 09:35:35
259,259,Cartao de credito,3,4917.37,Aprovado,2025-10-13 11:13:44
260,260,Cartao de credito,4,759.76,Aprovado,2024-07-01 20:38:58
261,261,Pix,1,1081.83,Aprovado,2025-04-11 18:36:34
262,262,Pix,1,2548.09,Aprovado,2025-04-09 15:04:46
263,263,Boleto,1,0.0,Cancelado,
264,264,Cartao de credito,4,1272.68,Aprovado,2024-07-10 14:01:24
265,265,Pix,1,574.84,Aprovado,2025-08-20 18:10:20
266,266,Cartao de debito,1,1235.76,Aprovado,2025-12-12 17:23:19
267,267,Pix,1,1463.92,Aprovado,2024-10-01 23:38:57
268,268,Cartao de credito,8,1034.91,Aprovado,2025-07-25 18:40:16
269,269,Boleto,1,650.22,Aprovado,2024-09-16 02:18:06
270,270,Cartao de credito,2,862.5,Aprovado,2025-12-14 15:41:12
271,271,Cartao de debito,1,1339.09,Aprovado,2024-06-26 03:19:49
272,272,Cartao de debito,1,634.24,Aprovado,2025-08-26 12:59:46
273,273,Pix,1,246.78,Aprovado,2025-05-08 19:46:01
274,274,Pix,1,259.11,Aprovado,2024-02-09 09:14:35
275,275,Cartao de debito,1,4920.42,Aprovado,2025-09-30 01:16:35
276,276,Cartao de credito,6,1751.76,Aprovado,2024-09-13 09:03:24
277,277,Cartao de credito,6,1235.96,Aprovado,2025-08-06 18:52:03
278,278,Cartao de debito,1,92.09,Aprovado,2024-08-04 06:21:47
279,279,Pix,1,780.42,Aprovado,2025-01-02 03:56:52
280,280,Pix,1,1400.18,Aprovado,2024-07-06 00:43:49
281,281,Boleto,1,0.0,Cancelado,
282,282,Cartao de credito,1,639.68,Aprovado,2025-04-19 02:31:30
283,283,Cartao de debito,1,3001.12,Aprovado,2024-09-20 20:51:10
284,284,Cartao de credito,1,4503.67,Aprovado,2024-05-27 20:27:01
285,285,Cartao de credito,3,523.6,Aprovado,2024-06-27 10:01:19
286,286,Cartao de credito,8,2626.04,Aprovado,2024-12-31 03:53:18
287,287,Boleto,1,0.0,Cancelado,
288,288,Pix,1,147.54,Aprovado,2024-05-27 06:47:59
289,289,Cartao de credito,3,2567.41,Aprovado,2024-03-06 20:07:39
290,290,Cartao de debito,1,229.12,Aprovado,2025-11-19 23:59:33
291,291,Cartao de credito,6,206.18,Aprovado,2025-05-10 11:07:28
292,292,Pix,1,1489.87,Aprovado,2025-08-08 01:12:17
293,293,Cartao de credito,4,959.87,Aprovado,2025-08-24 04:03:10
294,294,Cartao de credito,1,2288.55,Aprovado,2024-10-12 06:55:07
295,295,Pix,1,0.0,Cancelado,
296,296,Cartao de credito,6,2609.45,Aprovado,2024-12-25 17:58:09
297,297,Cartao de credito,8,257.27,Aprovado,2025-04-24 20:37:23
298,298,Cartao de debito,1,692.97,Aprovado,2025-03-09 07:50:40
299,299,Boleto,1,1460.9,Aprovado,2024-10-17 21:08:10
300,300,Cartao de debito,1,175.8,Aprovado,2024-12-31 22:57:21
301,301,Cartao de credito,12,308.89,Aprovado,2024-12-10 17:11:14
302,302,Pix,1,125.52,Aprovado,2024-09-23 21:19:40
303,303,Cartao de credito,2,1549.86,Aprovado,2025-05-22 21:44:03
304,304,Pix,1,2113.25,Aprovado,2025-12-10 06:33:39
305,305,Cartao de credito,3,4682.98,Aprovado,2025-06-07 14:11:20
306,306,Cartao de credito,1,804.72,Aprovado,2024-06-15 23:15:54
307,307,Cartao de credito,8,2016.03,Aprovado,2024-07-23 03:50:40
308,308,Cartao de credito,1,0.0,Cancelado,
309,309,Pix,1,211.39,Aprovado,2024-04-06 09:38:08
310,310,Cartao de debito,1,0.0,Cancelado,
311,311,Pix,1,3635.75,Aprovado,2024-08-31 14:13:04
312,312,Pix,1,511.95,Aprovado,2024-05-20 01:56:19
313,313,Cartao de credito,3,68.62,Aprovado,2025-04-09 07:50:17
314,314,Pix,1,820.74,Aprovado,2024-01-13 01:53:39
315,315,Pix,1,2672.5,Aprovado,2024-07-02 10:39:11
316,316,Cartao de credito,1,193.63,Aprovado,2025-12-19 17:20:04
317,317,Cartao de credito,5,595.51,Aprovado,2025-09-12 20:12:13
318,318,Cartao de debito,1,983.97,Aprovado,2025-07-17 12:10:25
319,319,Cartao de credito,1,2029.99,Aprovado,2024-10-02 23:34:39
320,320,Cartao de debito,1,4014.73,Aprovado,2024-01-10 22:03:12
321,321,Cartao de credito,12,1065.34,Aprovado,2025-02-02 23:16:55
322,322,Cartao de credito,3,127.93,Aprovado,2025-07-11 00:40:57
323,323,Cartao de debito,1,5310.63,Aprovado,2025-12-06 18:51:07
324,324,Cartao de credito,1,6602.7,Aprovado,2024-05-27 12:42:59
325,325,Pix,1,496.22,Aprovado,2025-11-10 22:42:55
326,326,Cartao de debito,1,663.06,Aprovado,2024-05-01 22:38:26
327,327,Cartao de credito,1,285.34,Aprovado,2024-07-15 05:39:28
328,328,Cartao de credito,3,2474.01,Aprovado,2024-07-20 18:36:16
329,329,Pix,1,1226.06,Aprovado,2024-06-14 12:30:00
330,330,Cartao de credito,1,1450.01,Aprovado,2024-07-15 09:57:50
331,331,Cartao de debito,1,1242.1,Aprovado,2024-05-16 02:40:46
332,332,Pix,1,117.51,Aprovado,2024-04-19 10:48:57
333,333,Pix,1,1243.41,Aprovado,2024-10-31 18:29:36
334,334,Cartao de credito,6,1427.07,Aprovado,2024-10-06 16:37:33
335,335,Cartao de credito,4,253.16,Aprovado,2024-10-16 21:53:11
336,336,Cartao de credito,6,2105.23,Aprovado,2025-05-11 06:13:21
337,337,Cartao de credito,2,97.45,Aprovado,2024-06-14 19:12:15
338,338,Cartao de credito,4,1222.16,Aprovado,2024-07-03 04:28:43
339,339,Pix,1,1798.72,Aprovado,2025-02-24 19:38:25
340,340,Boleto,1,1541.61,Aprovado,2024-11-14 00:26:21
341,341,Boleto,1,452.03,Aprovado,2025-02-18 12:01:56
342,342,Pix,1,2371.45,Aprovado,2025-02-08 12:29:42
343,343,Cartao de credito,3,0.0,Pendente,
344,344,Pix,1,2398.38,Aprovado,2024-06-27 09:57:41
345,345,Pix,1,0.0,Cancelado,
346,346,Cartao de debito,1,1011.09,Aprovado,2025-05-12 08:02:01
347,347,Pix,1,367.6,Aprovado,2025-02-08 18:15:20
348,348,Cartao de credito,12,659.49,Aprovado,2025-10-04 10:43:33
349,349,Cartao de debito,1,1649.55,Aprovado,2025-07-24 02:22:09
350,350,Boleto,1,272.97,Aprovado,2024-10-16 09:40:01
351,351,Pix,1,254.07,Aprovado,2024-08-12 10:38:31
352,352,Pix,1,739.51,Aprovado,2024-10-03 11:17:04
353,353,Cartao de credito,8,0.0,Pendente,
354,354,Cartao de credito,3,149.2,Aprovado,2025-08-24 07:57:05
355,355,Cartao de debito,1,2296.02,Aprovado,2025-05-28 16:59:48
356,356,Boleto,1,1094.73,Aprovado,2025-04-19 09:38:39
357,357,Cartao de credito,3,606.66,Aprovado,2024-01-05 22:45:14
358,358,Cartao de credito,5,1106.19,Aprovado,2025-08-04 23:40:38
359,359,Pix,1,281.18,Aprovado,2025-04-01 09:48:18
360,360,Cartao de credito,10,1413.34,Aprovado,2025-05-21 22:28:43
361,361,Cartao de credito,1,0.0,Cancelado,
362,362,Pix,1,2038.94,Aprovado,2025-07-24 22:36:15
363,363,Cartao de credito,3,1226.17,Aprovado,2024-11-01 09:24:53
364,364,Pix,1,900.82,Aprovado,2024-05-18 21:22:15
365,365,Pix,1,197.91,Aprovado,2025-08-01 13:44:46
366,366,Cartao de credito,6,191.96,Aprovado,2024-01-25 02:50:54
367,367,Cartao de credito,4,775.81,Aprovado,2024-12-10 00:23:57
368,368,Pix,1,790.91,Aprovado,2024-02-07 23:00:55
369,369,Cartao de debito,1,3984.73,Aprovado,2024-07-24 16:52:30
370,370,Boleto,1,2439.8,Aprovado,2025-10-14 23:31:55
371,371,Boleto,1,0.0,Cancelado,
372,372,Boleto,1,1821.5,Aprovado,2025-10-15 19:16:17
373,373,Pix,1,1509.77,Aprovado,2024-07-11 07:27:44
374,374,Boleto,1,2392.75,Aprovado,2025-05-26 17:42:16
375,375,Cartao de credito,8,2086.02,Aprovado,2025-05-29 11:03:26
376,376,Cartao de debito,1,0.0,Pendente,
377,377,Cartao de debito,1,627.1,Aprovado,2025-11-03 16:53:11
378,378,Pix,1,784.1,Aprovado,2024-03-08 21:00:52
379,379,Pix,1,1633.62,Aprovado,2025-05-28 07:49:51
380,380,Cartao de credito,2,1230.81,Aprovado,2025-03-24 02:52:18
381,381,Cartao de credito,5,2136.75,Aprovado,2024-03-06 09:56:20
382,382,Cartao de credito,2,1025.61,Aprovado,2024-09-10 07:28:47
383,383,Cartao de credito,3,301.04,Aprovado,2025-11-10 03:47:18
384,384,Cartao de credito,1,1833.37,Aprovado,2025-01-01 08:54:27
385,385,Cartao de credito,3,1386.84,Aprovado,2025-09-03 07:34:03
386,386,Boleto,1,696.98,Aprovado,2024-10-08 00:26:27
387,387,Cartao de credito,3,3633.44,Aprovado,2024-09-16 00:42:19
388,388,Cartao de credito,2,485.5,Aprovado,2025-06-09 13:37:56
389,389,Pix,1,545.2,Aprovado,2024-08-21 10:30:59
390,390,Cartao de credito,3,1416.11,Aprovado,2024-05-08 02:46:21
391,391,Cartao de credito,12,986.37,Aprovado,2025-02-28 22:04:39
392,392,Pix,1,1788.88,Aprovado,2024-06-03 05:55:41
393,393,Cartao de debito,1,8273.6,Aprovado,2024-01-27 23:14:05
394,394,Pix,1,3236.34,Aprovado,2024-05-11 15:44:09
395,395,Cartao de credito,3,288.3,Aprovado,2024-11-11 04:59:36
396,396,Pix,1,2334.32,Aprovado,2025-02-07 02:09:57
397,397,Cartao de credito,2,1807.58,Aprovado,2024-04-29 14:46:28
398,398,Pix,1,2190.94,Aprovado,2024-10-18 09:50:59
399,399,Cartao de credito,3,2673.57,Aprovado,2024-12-18 19:04:56
400,400,Pix,1,643.8,Aprovado,2024-09-01 21:20:44
